 ,,,,,,,
,,,,,,,
Reading,Question,Answer,A,B,C,D,E
,親友の結婚_ひろうえん_に出席した。,披露宴,披露宴,披路宴,妃盧演,被露演,
,店を出てから彼の表情が_さえない_けど大丈夫だろうか。,冴えない,紗えない,冴えない,彩えない,佐えない,
,この事業に全財産を_ついやした_。,費やした,賃やした,賞やした,終やした,費やした,
,こんな_びんぼう_な生活から早く抜け出したい。,貧乏,敏某,貧某,貧乏,敏暴,
,_はてしない_努力の積み重ねが、ついに彼女を成功へと導いた。,果てしない,永てしない,終てしない,無てしない,果てしない,
,絵が上下_逆様_に飾られている。,さかさま,ぎゃくよう,さかさま,ぎゃくさま,さかよう,
,_中途半端_な努力では成功しない。,ちゅうとはんぱ,ちゅうとぱんぱ,ちゅうとうはんぱ,ちゅうとはんぱ,ちゅうとばんぱ,
,子育ては_忍耐力_も試される。,にんたいりょく,にんたいりょく,にんていりょく,しんたいりょく,しのびたえりょく,
,母の料理の_手際_の良さは見事というほかない。,てぎわ,てぎわ,てさい,しゅさい,しゅきわ,
,会議に出す意見はよく_練って_から出してください。,ねって,せって,れんって,れって,ねって,
