 ,,,,,,,
,,,,,,,
Reading,Question,Answer,A,B,C,D,E
,台所から_なまぐさい_匂いがする。,生臭い,生臭い,生草い,生苦い,生香い,
,ある新入社員が仕事を_ほうき_したまま無断欠勤を続けている。,放棄,法規,蜂起,廃棄,放棄,
,お医者さんに新しい薬を_しょほう_してもらった。,処方,処方,書方,処法,書法,
,病院では_ちょうしんき_を用いた診察が行われる。,聴診器,聴察機,問診具,聞診器,聴診器,
,翻訳版が大好きなので英語の_げんぶん_でも読んでみたい。,原文,本文,現文,元文,原文,
,あのシェフは_本場_でフランス料理の修行をしたらしい。,ほんば,もとば,ほんじょう,ほんば,ぽんじょう,
,日本では地震に耐えるため、建物がより_頑丈_に建てられている。,がんじょう,かんしょう,がんこう,がんじょう,かんこう,
,健康を_維持_するために運動をする習慣をつけた。,いじ,いもち,いじ,いとじ,いともち,
,昨日の夜から気分が悪く、_微熱_が続いている。,びねつ,びねつ,ちょうおん,びね,ちょうあつ,
,このプログラムは、次世代のリーダーを_養成_することを目的としています。,ようせい,ようせい,やしなり,ようじょう,きょうせい,
