 ,,,,,,,
,,,,,,,
Reading,Question,Answer,A,B,C,D,E
,上司に歯向かうような言動は_つつしむ_べきだ。,慎む,裁む,慎む,真む,包む,
,キッチンで作っているのか、カレーの香りが_ただよっている_。,漂っている,漂っている,標っている,票っている,繚っている,
,世界中で_ひんこん_問題の解決が急務だ。,貧困,貧襟,品困,貧困,乏根,
,この作品は彼の最高_けっさく_と呼ばれるにふさわしい。,傑作,決策,傑策,決作,傑作,
,向かいにできた店は開店１か月にしてかなり_はんじょう_しているようだ。,繁盛,繁盛,繁成,蔓盛,範成,
,意見が一向にまとまらないので_折衷案_が出された。,せっちゅうあん,せっちゅうあん,せっしゅうあん,せっちょうあん,せっじゅうあん,
,山の_麓_に住んでいる。,ふもと,もと,ろく,した,ふもと,
,家族がみんなで楽しめるイベントを_催す_。,もよおす,しのす,もよおす,おこなす,いとなす,
,ホテルのスタッフさんの_細やかな_心遣いが嬉しい。,こまやかな,こまやかな,ほそやかな,しょうやかな,さやかな,
,当事者以外に物事の_良し悪し_を判断する権利はない。,よしあし,よしわるし,よしあし,りょうしわるし,りょうしあっし,
