 ,,,,,,,
,,,,,,,
Reading,Question,Answer,A,B,C,D,E
,海に_もぐって_魚を観察する。,潜って,潜って,隠って,入って,沈って,
,_なげいて_いてもどうしようもないから、次を考えよう。,嘆いて,失望いて,抗いて,嘆いて,哀いて,
,不安が成功を_はばむ_こともあるだろう。,阻む,邪む,遮む,阻む,妨む,
,家事代行サービスでは主に_すいじ_を担当している。,炊事,水事,煮事,炊事,炒事,
,不満を持つ人によって会社の機密情報が_ばくろ_された。,暴露,開放,莫路,露呈,暴露,
,人材_斡旋_を派遣会社に依頼する。,あっせん,てはい,ちゅうかい,あっせん,ばいかい,
,彼女は責任感があり多くの人に_慕われている_。,したわれて,したわれて,まつわられて,かしこまれて,いとわれて,
,彼の人柄に_惹かれて_集まった人が多い。,ひかれて,ひとがら,じんえ,じんがら,ひとえ,
,規則に_背いた_ばかりにクビになった。,そむいた,はいた,ちがいた,そむいた,せいた,
,計画的に物事を進めるべきだが、_無茶_が必要な時もある。,むちゃ,むぼう,むちゃ,むさ,むり,
