 ,,,,,,,
,,,,,,,
Reading,Question,Answer,A,B,C,D,E
,夢を_かなえる_ための努力は惜しむべきではない。,叶える,実現る,成える,叶える,済える,
,相手チームの_けっそく_が強くてうらやましい。,結束,結束,決即,結婚,連携,
,十分な準備をして自信を持ってプレゼンテーションに_のぞんだ_。,臨んだ,望んだ,発んだ,挑んだ,臨んだ,
,大きなけがをして試合を_きけん_しなければならなくなった。,棄権,変更,帰謙,棄権,危険,
,それは人を_あざむく_行為であり、最低だ。,欺く,欺く,騙く,痣く,偽く,
,_素人_とプロではやはり仕上がりが違うなあ。,しろうと,そじん,せんにん,へた,しろうと,
,話が_弾み_すぎて３時間もカフェにいた。,はずみ,つづみ,はずみ,げきみ,すすみ,
,現地での就職が決まり留学の目標を_遂げた_。,とげた,とげた,おげた,かんげた,すいげた,
,人は_挫折_を経験して成長するものだ。,ざせつ,きせつ,ざおり,こうかい,ざせつ,
,事件においては_人質_の安全が最優先だ。,ひとじち,ひとしつ,じんしち,にんしつ,ひとじち,
