 ,,,,,,,
,,,,,,,
Reading,Question,Answer,A,B,C,D,E
,上司には_そんけいする_べきところがたくさんある。,尊敬する,尊重する,尊敬する,丁寧する,礼儀する,
,なにか_うらまれる_ことをしてしまっただろうか。,恨まれる,裏まれる,羨まれる,恨まれる,憎まれる,
,_きのどくな_ことに、彼は試験に落ちたらしい。,気の毒な,気の嘘な,気の話な,気の毒な,気の独な,
,落ち込んでいるわたしをお母さんが_なぐさめて_くれた。,慰めて,褒めて,励めて,援めて,慰めて,
,_ちゅうこく_を聞かなかったばかりに失敗した。,忠告,忠告,通達,指摘,提案,
,_恐れず_に、自分を信じてください。,おそれず,おそれず,こわれず,おすれず,こおれず,
,家族を_失望させない_ように、努力しよう。,しつぼうさせない,しつぼうさせない,しっぱいさせない,しつがいさせない,けつぼうさせない,
,謝って_済む_話ではありません。,すむ,すむ,せむ,くむ,なむ,
,これは_避けられない_問題だ。,さけられない,すけられない,しつけられない,さけられない,みつけられない,
,先生からレポートについて_助言_をもらう。,じょげん,じょげん,すけげん,ちょうげん,じょうけん,
