 ,,,,,,,
,,,,,,,
Reading,Question,Answer,A,B,C,D,E
,よいパフォーマンスのためには十分な_すいみん_が必要だ。,睡眠,休息,運動,睡眠,眠気,
,_びよう_に関する情報を集めは欠かせない。,美容,服装,美人,美容,化粧,
,地震が起きたときのために避難_くんれん_を行う。,訓練,訓練,君連,郡連,君練,
,彼女は有名になって_かつやく_の場を広げた。,活躍,活力,活動,活用,活躍,
,たくさんの_かんきゃく_の前で演奏します。,観客,聞客,参客,見客,観客,
,この施設の_管理_を任されている。,かんり,かんり,けんり,かんし,けんし,
,日本人の_平均寿命_は世界の中でも長い。,へいきんじゅみょう,へきんじゅみょ,へいきんじゅよ,へきんねんめい,へいきんじゅみょう,
,専門家の_指導_を受けながら作業する。,しどう,ゆびどう,しどう,しじ,ゆびみち,
,交通_違反_をするとお金を払わなければならない。,いはん　,ちがはん,いはん,いばん,ちがばん,
,２０２４年のオリンピック_競技_にダンスが追加された。,きょうぎ,きょうぎ,けいぎ,きょうき,けんぎ,
