 ,,,,,,,
,,,,,,,
Reading,Question,Answer,A,B,C,D,E
,_てんたいかんそく_には望遠鏡が必要だ。,天体観測,天体監察,天体鑑測,天体観測,天体監視,
,今晩はきれいな_みかづき_が空に浮かんでいる。,三日月,未火付,実日付,美香月,三日月,
,書類の_しょり_が遅れているため、業務に支障をきたしている。,処理,処刑,処置,処理,処方,
,アメリカに向けた_りりく_の時間が近づいている。,離陸,離陸,離島,離着,陸離,
,勇気を出して未知の世界に_ふみだす_ことで、新しい可能性が広がる。,踏み出す,敷み出す,履み出す,踏み出す,赴み出す,
,この山の_傾斜_はとても急だから休み休み進もう。,けいしゃ,けいさ,けいしゃく,けいしゃん,けいしゃ,
,パソコンの修理には_精密_な作業が求められる。,せいみつ,せいみつ,せいびつ,さいみつ,さいみっつ,
,_特許_持つことで、他社がその技術を無断で使用することを防ぐことができる。,とっきょ,とっき,とっきょ,とくき,とくしょ,
,壁を新しく_塗装_したら、家の雰囲気が変わって新鮮な気分になった。,とそう,ぬりぞう,とぞう,ぬりそう,とそう,
,この建物は長い年月を_経て_ついに完成した。,へて,へて,けいて,へんて,かいて,
