 ,,,,,,,
,,,,,,,
Reading,Question,Answer,A,B,C,D,E
,せんしゅう、友だちととしょかんに行きました。,ともだち,ともだち,どもだち,どうもだち,ともうだち,
,せんしゅう、友だちととしょかんに行きました。,図書館,日書館,図書飲,図書館,日書飯,
,いま、雨が降っています。,あめ,う,あめ,つゆ,うき,
,きのう、午後四時に家族とえいがを見に行きました。,ごご,ここ,ごこ,ごご,こご,
,きのう、午後四時に家族とえいがを見に行きました。,かぞく,かそぐ,かぞく,かそく,かぞぐ,
,あの人の名前は知っていますか。,なまえ,めいまえ,なぜん,めいぜん,なまえ,
,あの人の名前は知っていますか。,しって,さって,しって,じって,ちって,
,あしたの午前十時ごろ、私のオフィスに来てください。,ごぜん,ごぜん,ごせん,こぜん,こせん,
,あしたの午前十時ごろ、私のオフィスに来てください。,きて,きて,こて,くて,らいて,
,あの人は有名な人ですか。,ゆうめいな,ゆめいな,ゆうめいな,ゆうめな,ゆっめいな,
,来週の金曜日はひまですか。,らいしゅう,らいしゅう,らいしゅ,れいしゅう,れいしゅ,
,あのしろいねこがかわいいです。,白い,百い,自い,目い,白い,
,みなさん、きょうかしょを持っていますか。,教科書,業科書,教科書,教家書,教辞書,
,あとで、でんわします。,後で,後で,前で,午後で,午前で,
,あとで、でんわします。,電話,雪話,電話,電話,電語,
,このテストはにじかんぐらいかかります。,二時間,二週間,二時間,二週聞,二時聞,
,はなしたいことがあります。,話したい,語たい,話たい,語したい,話したい,
,いえに帰りましょうか。,家,学,室,家,会,
,あの靴はすこしふるいです。,少し,少し,少こし,小し,小こし,
,あの靴はすこしふるいです。,古い,苦るい,苦い,古るい,古い,
