 ,,,,,,,
,,,,,,,
Reading,Question,Answer,A,B,C,D,E
,年を取って体力の_しょうもう_をつよく感じるようになった。,消耗,消耗,消散,消毛,消失,
,高齢化にともなって_かいご_について学ぶ人が増えている。,介護,支援,看護,救助,介護,
,両親が一人暮らしの家に来るので部屋を_ととのえて_おく。,整えて,麗えて,片えて,整えて,形えて,
,_ひさいしゃ_のための募金活動に協力する。,被災者,震災者,被害者,災害者,被災者,
,_やみ_の中で物音がして振り返ると猫だった。,闇,暗,闇,漆黒,露,
,文章の_要旨_をまとめる課題が出た。,ようし,ようし,いりし,ようしょう,ようむね,
,オリンピックでの金メダルの_獲得_に向けて努力する。,かくとく,えっとく,しゅうとく,かくとく,しゅうしゅく,
,船の_舵_を切って方向を変える。,かじ,いかり,ほ,かじ,はた,
,環境汚染自体以上にその_弊害_が深刻だ。,へいがい,へいがい,ひがい,しんがい,ふかい,
,自分で棚をDIYしたら_隙間_ができてしまった。,すきま,すきじ,すきま,くうき,けんま,
