 ,,,,,,,
,,,,,,,
Reading,Question,Answer,A,B,C,D,E
,あの男性は_さいし_のために身を粉にして働いている。,妻子,嫁子,再試,妻子,婦人,
,地域ごとに様々な_かんしゅう_があり戸惑うこともあるだろう。,慣習,慣習,習慣,監修,観衆,
,ライバル社との競争は_えんまん_な解決を目指している。,円満,縁慢,円満,園万,宴漫,
,古い橋の_かいしゅう_工事が来週から行われる予定だ。,改修,改修,修復,改築,補修,
,子供のためになるべく_ちゃくしょくりょう_が使われていない食材を選ぶ。,着色料,着色料,着彩料,彩色料,色彩料,
,物事への_執着_を捨てることも時には大切だ。,しゅうちゃく,しっちゃく,しつき,しゅうちゃく,しっき,
,娘は自由な環境で_健やか_に育った。,すこやか,けんやか,じょうやか,かぎやか,すこやか,
,丘の上に不気味な_屋敷_が建っていて誰も近づかない。,やしき,おくしき,やしく,やしき,おくしく,
,一晩冷蔵庫に入れて味を_染み込ませる_。,しみこませる,すみこませる,しみこませる,そみこませる,そみこませる,
,様々な情報を_吟味_して判断するべきだ。,ぎんみ,きんあじ,いまみ,ぎんみ,こんあじ,
