 ,,,,,,,
,,,,,,,
Reading,Question,Answer,A,B,C,D,E
,旅行の間ペットを近所の人に_あずけて_おく。,預けて,預けて,豫けて,予けて,与けて,
,親族の_そうしき_に参列する。,葬式,僧式,葬識,葬式,喪式,
,寝る時間も_おしんで_働いてやっと結果が出てきた。,惜しんで,鍛しんで,痴しんで,惜しんで,懲しんで,
,自転車の_とうなん_事件が増えている。,盗難,陶難,盜納,盗難,倒何,
,交通違反を厳しく_とりしまる_。,取り締まる,取締る,取り締まる,取諦る,取り縛まる,
,友人の結婚を祝って_盛大な_パーティーが開いた。,せいだいな,せいたな,せいだいな,せいおおな,もりだいな,
,出かけて帰ってきたら、_強盗_に入られていた。,ごうとう,ごうとう,ごうど,きょうとう,きょうど,
,_犯罪_を防ぐ対策が重要だ。,はんざい,はんざい,はんさい,ばんざい,ばんさい,
,車とバイクの_衝突_事故が起こった。,しょうとつ,ついとつ,しょうとつ,ついと,しょうどつ,
,災害の影響で_食糧_が不足している。,しょくりょう,しょくよう,しょくりょう,しょりょう,たべりょう,
