 ,,,,,,,
,,,,,,,
Reading,Question,Answer,A,B,C,D,E
,４０歳ながら_げんえき_の選手としてチームを引っ張っています。,現役,現益,現液,現役,現域,
,長時間の_ぐち_に付き合わされてこっちが疲れた。,愚痴,愚治,愚痴,愚智,愚地,
,大きな声を出したら意図せず彼女を_おどろかせて_しまった。,驚かせて,恐かせて,驚かせて,脅かせて,怖かせて,
,田中さんは停滞しがちな会議の進行をうまく_うながしている_。,促している,進している,速している,促している,追している,
,あの提案は、部長に_べんぎ_を図っていると言われてもしょうがないだろう。,便宜,便利,便宜,便議,便義,
,私は_合鍵_を持っているので、いつでも入れます。,あいかぎ,あいかぎ,あいかん,ごうき,ごうかぎ,
,今週は大阪_出張_で事務所を不在にします。,しゅっちょう,しゅつちょう,しゅつちょお,しゅっちょ,しゅっちょう,
,_目論見_通りに事が運んで、なんとか企画は成功した。,もくろみ,もくろんみ,もくろみ,めろんみ,めろけん,
,このホテルはサービスの質が_抜群_で、多くの旅行者に支持されている。,ばつぐん,ぬきむら,ばっぐん,ばつぐん,ぬきぐん,
,さまざまなツールを_駆使_して学生向けの問題作りをしている。,くしして,くしして,かしして,くじして,くつして,
