 ,,,,,,,
,,,,,,,
Reading,Question,Answer,A,B,C,D,E
,ある,あって,あて,あって,あんで,あいて,
,する,して,して,しって,しんで,しいて,
,つける,つけて,つけて,つけって,つけんて,つけいて,
,きく,きいて,きて,きって,きんて,きいて,
,くる,きて,きて,きって,きんで,きいて,
,はなす,はなして,はなして,はなしって,はなしんて,はなしいて,
,あそぶ,あそんで,あそて,あそって,あそんで,あそいて,
,こんばんいえにかえって、＿。,しゅくだいをします,しゅくだいをします。,しゅくだいをして。,しゅくだいをしてもいいですか。,しゅくだいをしよう,
,きのうななじにおきて、＿。,だいがくにいきました,だいがくにいきます。,だいがくにいきました。,だいがくにいって。,だいがくにいきません。,
,シャワー＿、ねます。,をあびて,をあびます。,があびます。,をあびって。,があびて。,
,がくせい：としょかん＿。せんせい：いいですよ。,にいってもいいですか,にいきます,にいきましょうか,にいってもいいです,にいってもいいですか,
,アイコンをけしません。＿から。,きょうはあついです,きょうはあついです,きょうはさむいです,きょうはあつくないです,きのうはさむいです。,
,ともだちにきょうかしょをかりました。,きょうかしょをわすれましたから,きょうかしょをわすれましたから。,きょうかしょがありますから。,きょうかしょがありましたから。,ともだちはきょうかしょをわすれますから。,
,わたしはカナダにいます。まいにちおかあさん＿。おかあさんはフランスにいますから。,にでんわします,がでんわします。,にでんわします。,をでんわします。,はでんわします。,
,このいす＿。てすとですから。,にすわってください,にすわってください。,にすわります。,をすわってください。,をすわります。,
,メアリーさんはパーティーがあります。＿。,たけしさんをつれてきます,たけしさんにつれてきます。,たけしさんをつれてきます。,たけしさんをつれてきて。,たけしさんがつれてきて。,
,"You are confused about Japanese grammar, what do you say to せんせい？",すみません、ちょっとおしえてください。,すみません、ちょっとおしえてもいいですか。,すみません、ちょっとおしえますか。,すみません、ちょっとおしえてください。,すみません、ちょっとおしえましょうか。,
,You are asking your host family if it is okay to turn on the air conditioner. Which sentence is correct?,エアコンをつけてもいいですか。,エアコンをつけましょうか。,エアコンをつけますか。,エアコンをつけてください。,エアコンをつけてもいいですか。,
,The police told you that you must not sit down at this park. Which sentence is correct?,このこうえんですわってはいけません。,このこうえんですわってはいけません。,このこうえんですわりますか。,このこうえんですわってください。,このこうえんですわってもいいですか。,
,You see that your friend is holding a lot of things. What do you say？,もちましょうか。,きょうかしょをもちますか。,きょうかしょをもってください。,きょうかしょをもってましょうか。,きょうかしょをもってくださいか。,
