 ,,,,,,,
,,,,,,,
Reading,Question,Answer,A,B,C,D,E
,丁寧な_ことばづかい_を心がける。,言葉遣い,言葉遣い,言葉使い,言葉用い,言葉運び,
,彼の態度は_しょうきょくてき_だ。,消極的,消音的,消沈的,消極的,消曲的,
,_けんきょな_振る舞いは印象を良くします。,謙虚な,謙遜な,謙譲な,謙虚な,謙善な,
,自分より強い相手には_つよきな_態度で挑む。,強気な,強気な,強引な,強固な,強張な,
,ようきで明るい性格の人が多い。,陽気,揚期,用木,陽気,容器,
,彼女との約束を_破らない_ように気をつける。,やぶらない,たぶらない,はぶらない,まぶらない,やぶらない,
,将来のことは_慎重に_判断する必要がある。,しんちょうに,しんしゅうに,しんちょうに,しんていに,しんしょうに,
,仕事の_要領_をつかむのが早い。,ようりょう,ようりょう,ようりょく,ようせい,ようしょう,
,１０歳とは思えない_鋭い_意見を述べる。,するどい,にぶい,えいい,するい,するどい,
,兄はいつも_頼もしくて_助かる。,たのもしくて,たのもしくて,たよりしくて,たのしくて,たよりもしくて,
