 ,,,,,,,
,,,,,,,
Reading,Question,Answer,A,B,C,D,E
,近所の草むしりのボランティアを_つのっている_。,募っている,募っている,集っている,増っている,務っている,
,_ねたみ_は人を不幸にしかしないのでやめておこう。,妬み,嫉み,焦み,煮み,妬み,
,_たいぐう_改善を求めてストライキが行われた。,待遇,扱遇,適偶,待遇,対隅,
,２枚の壁を_へだてて_３つの部屋がある。,隔てて,隔てて,間てて,壁てて,遮てて,
,_そくばく_されるのが嫌だ。,束縛,束幕,束縛,束約,束絆,
,あの作家の小説は詳細な_描写_が印象的だ。,びょうしゃ,びょうじゃ,びょうしゃ,びょうしょ,びょうさ,
,支出の_内訳_を明らかにしなければならない。,うちわけ,うちやく,ないわけ,うちわけ,ないやく,
,_円滑_なコミュニケーションには語学力が必要だ。,えんかつ,まるかつ,えんけい,えんかつ,まるけい,
,プロの選手をやめて前線から_退く_。,しりぞく,しりぞく,ひいく,たいく,さがく,
,_無造作_に髪をまとめるくらいがちょうどいい。,むぞうさ,むぞうさ,むそうさ,むざっさ,むぞうさく,
