 ,,,,,,,
,,,,,,,
Reading,Question,Answer,A,B,C,D,E
,叔父は_けんちくし_として働いている。,建築士,建築師,建築士,建設士,建設師,
,アパートの_けいじばん_に清掃のお知らせが貼ってあった。,掲示板,掲士板,掲示板,掲時板,掲次板,
,_しゅうかんし_で連載している漫画家さんには尊敬を覚える。,週刊誌,週刊誌,週間誌,週観誌,週勘誌,
,彼女は事実を_こちょうして_話す悪い癖がある。,誇張して,故張して,古張して,誇張して,誇帳して,
,町内会費は毎月末に自動的に_ちょうしゅう_されるようになっている。,徴収,兆周,徴集,聴衆,徴収,
,就職活動にあたり、１０社ほどに_履歴書_を提出した。,りれきしょ,はくれきがき,りれきがき,りれきしょ,はくれきしょ,
,その本は発売以来売れ行きが良く、_好評_を博している。,こうひょう,こうひょう,こうびょう,すきひょう,すきびょう,
,新しい_衛星放送_のチャンネルが追加された。,えいせいほうそう,えいせほうそ,えいぼしほうそう,えいせいほうそ,えいせいほうそう,
,_閲覧_記録によると、彼は昨日図書館を訪れたようだ。,えつらん,かんらん,えつらん,もんらん,ぶんらん,
,中国からの_貨物船_が港に着いたと知らせがあった。,かもつせん,かもつせん,かものふね,かものせん,かしぶっせん,
