 ,,,,,,,
,,,,,,,
Reading,Question,Answer,A,B,C,D,E
,かいしゃいんとしてはたらいています。,会社員,会社人,会社員,仕事人,会員,
,あたらしい仕事ができました。,新しい,有名,上手,新しい,暑らしい,
,あたらしい仕事ができました。,しごと,しごと,ことば,しかえし,こと,
,さくぶんを読みます。,よみます,よみます,のみます,ききます,たべます,
,ごはんを作ります。,つくります,つかいます,つくります,つくえます,くつります,
,きいています。,聞いて,書いて,引いて,聞いて,作って,
,おんがくを聞きます。,ききます,かきます,いきます,ひきます,ききます,
,しごとがたくさんあります。,仕事,言葉,仕返し,がくと,仕事,
,明日のしんぶんをかいました。,新聞,神社,新任,新聞,新宿,
,電車にのって学生に行きます。,でんしゃ,でんしゃ,くるま,しんかんせん,でんじゃ,
,車をもっていますか。,くるま,くるま,くろま,じてんしゃ,くるまいす,
,でんきがつきました。,電気,天気,電気,電車,電話,
,たけしさんは休みでした。,やすみ,やそみ,やすみ,むるみ,ほんみ,
,先生は明日テストがあると言いました。,いいました,きいました,あいました,いいました,やりました,
,本をよみます。,読みます,読みます,飲みます,書きます,食べます,
,今日のテストはよかったと思います。,おもいます,おおいます,ういます,かいます,おもいます,
,仕事は大変だとおもいます。,思います,思います,思いす,おおいます,いいます,
,次のテストはいつですか。,つぎ,つき,かつ,つぎ,かず,
,今、何時ですか。,なんじ,なにじ,なんじ,なんのじ,なじ,
,あそこに何人いますか。,なんにん,なにいん,ないん,なにじん,なんにん,
