 ,,,,,,,
,,,,,,,
Reading,Question,Answer,A,B,C,D,E
,封印された扉の前で秘密の呪文を_となえる_。,唱える,説える,唱える,宣える,話える,
,ギャンブルとはお金などを_かけて_勝負することだ。,賭けて,投けて,打けて,博けて,賭けて,
,趣味を活かして副業で少しずつお金を_もうける_ようになった。,儲ける,稼ける,繁ける,儲ける,益ける,
,ネガティブな考えに_おちいり_がちだったが、最近は前向きな思考を心がけている。,陥り,詰り,落り,陥り,嵌り,
,_きふく_が激しい道を走ることで肺が鍛えられる。,起伏,起伏,高低,起点,汽拭,
,祖母の家ではこたつや風鈴など季節の_風情_を感じることができる。,ふぜい,ふうじょう,かぜじょう,かぜい,ふぜい,
,昨日の大雨による増水で水が_濁っている_。,にごっている,にごっている,どくっている,くもっている,かんしっている,
,スマートフォンは、日常生活で欠かせない情報_端末_となっている。,たんまつ,たんすえ,はじすえ,たんまつ,はじすえ,
,彼の功績は_万人_の認めるところとなった。,ばんにん,まんにん,ばんにん,まんじん,ばんじん,
,保護者の_承諾_がなければ未成年だけで旅行に行けない。,しょうだく,しょうだく,どうい,にんてい,しょうにん,
