 ,,,,,,,
,,,,,,,
Reading,Question,Answer,A,B,C,D,E
,彼は_もうもく_であるにもかかわらず、音楽の才能を発揮している。,盲目,盲目,獰猛,朦朧,平静,
,_ずぼし_を突かれて何も言い返せなかった。,図星,象干,豆星,図星,図性,
,スマホをいじりながらの_わきみ_運転は危険です。,脇見,脇見,脇観,脇視,脇覗,
,じゃがいもは切ったあと水に_ひたして_おくといい。,浸して,浸して,湿して,滴して,漬して,
,彼に真実を_つげる_時がきた。,告げる,接げる,説げる,告げる,口げる,
,_口先_だけの約束は意味がない。,くちさき,くちぜん,くちさき,こうせん,こうさき,
,この店は１００年以上続く_老舗_として知られている。,しにせ,しにせ,しんせ,ろうほ,ろうしょ,
,定期的に会社の_出納帳_を整理しなければならない。,すいとうちょう,しゅつとうちょう,しゅつのうちょう,すいとうちょう,すいのうちょう,
,家賃の支払いが_滞って_いる。,とどこおって,とどこって,とどおって,ととこおって,とどこおって,
,文章から答えになる部分を_抜粋_して取り出す。,ばっすい,ばっすいして,ばくさいして,ばつえいして,ぬきすいして,
