 ,,,,,,,
,,,,,,,
Reading,Question,Answer,A,B,C,D,E
,相手と和解して_こくそ_を取り下げることになった。,告訴,克疎,刻素,酷祖,告訴,
,市場での需要と供給の_きんこう_が崩れると、価格が変動しやすい。,均衡,均幸,均衡,均興,均幸,
,学生たちは共同研究に_とりくみ_、素晴らしい成果を上げた。,取り組み,取り繰み,取り組み,捕り繰み,捕り組み,
,AIによっていくつかの産業は_すいたい_すると言われている。,衰退,衰退,水滞,酔態,粋隊,
,一月一日には毎年家族で_はつひので_を見に行っている。,初日の出,初陽の照,初灯の照,初火の出,初日の出,
,_未婚率_の上昇に伴って、少子化も進んでいる。,みこんりつ,みこんりつ,みっこんりつ,みこんりち,みっこんそつ,
,_乳幼児_の育児法は年々研究が進み、２０年前とは全く違うものとなっている。,にゅうようじ,ちちようじ,にゅうようご,ちちようご,にゅうようじ,
,顧客の意見を_軽視_する企業は、信頼を失いかねない。,けいし,けいみ,かるみ,けいし,かるし,
,昨夜は急な_土砂降り_で床が浸水しかけた。,どしゃぶり,どしゃぶり,どさぶり,どすなぶり,つちしゃぶり,
,太陽系には八つの_惑星_があり、それぞれが異なる環境を持っている。,わくせい,わくじょう,わくせい,わっじょう,わっせい,
