 ,,,,,,,
,,,,,,,
Reading,Question,Answer,A,B,C,D,E
,日曜日,Sunday,Friday,Monday,Saturday,Sunday,
,木曜日,もくようび,かいようび,もくようび,すいようび,どようび,
,日,day; sun,day; sun,eye,fire,soil,
,本,ほん,ほん,もく,ひと,うえ,
,Japanese people,日本人,月本人,日本人,日記,日本,
,火曜日,かようび,ひようび,ひとり,かようび,かょうぴ,
,I'm going to university on Wednesday,私は水曜日にだいがくにいきます,私は水曜日にだいがくにいきます,私は木曜日にだいがくにいきます,私は金曜日にだいがくにいきます,私は日曜日にだいがくにいきます,
,I drink coffee on Monday,私は月曜日にコーヒーを飲みます,私は水曜日にコーヒーを飲みます,私は木曜日にコーヒーを飲みます,私は月曜日にコーヒーを飲みます,私は火曜日にコーヒーを飲みます,
,木,Tree,tree,fire,water,person,
,金,Money,Fire,Book,Weekday,Money,
,水曜日,すいようび,きようび,すいようび,げつようび,かようび,
,月曜日,げつようび,げつようび,つきようび,にちようび,きんようび,
,土,Soil,up,inside,soil,moon,
,土曜日,どようび,とようび,どようび,どようひ,げつようび,
,金曜日,きんようび,きんようび,もくようび,にちようび,ぎんようび,
,上、下、中,うえ、した、なか,した、うえ、なか,なか、した、うえ,うえ、した、まえ,うえ、した、なか,
,二時半,にじはん,にじばん,さんじはん,にじはん,にじぱん,
,ねこはどこにいますか,つくえの上にいます,つくえの上にいます,つくえの中にいます,つくえの下にいます,,
,かばんはどこにありますか,つくえの下にあります,つくえの上にあります,つくえの下にあります,つくえの中にあります,,
,はなはどこにありますか,かばんの中にあります,つくえの上にあります,かばんのしたにあります,かばんの中にあります,,
