 ,,,,,,,
,,,,,,,
Reading,Question,Answer,A,B,C,D,E
,_いしき_して行動することで正しい習慣を身につける。,意識,意外,感覚,知識,意識,
,めったにない_きちょうな_時間なので無駄にしないようにしよう。,貴重な,重要な,大切な,奇跡な,貴重な,
,日本_げんさん_のお米を使った料理。,原産,原産,産地,由来,生産,
,入れる_ちょうみりょう_によって味が大きく変わる。,調味料,帳身量,調味料,長味量,調身料,
,このレモンは_すっぱくて_美味しい。,酸っぱくて,酸っぱくて,甘っぱくて,塩っぱくて,旨っぱくて,
,昨日は居酒屋で_刺身_を頼んだ。,さしみ,さしみ,さしも,しさみ,しも,
,_粗末な_扱いを受けた。,そまつな,そまつな,そばつな,そすえな,そうすえな,
,海の近くは_新鮮な_魚が食べられる。,しんせんな,あたらしな,しんせんな,あざやかな,しんせいな,
,相手の_好み_に合ったプレゼントを選ぶ。,このみ,すきみ,このみ,すみ,よみ,
,_行列_ができるほど人気のお店らしい。,ぎょうれつ,ぎょうれ,こうれつ,こうれ,ぎょうれつ,
