 ,,,,,,,
,,,,,,,
Reading,Question,Answer,A,B,C,D,E
,_すでに_知っているかもしれませんが、聞いてください。,既に,既に,記に,己に,欺に,
,家の外で子供たちが_さわいで_いる。,騒いで,騒いで,暴いで,操いで,触いで,
,_けわしい_山道を登る。,険しい,険しい,剣しい,験しい,懸しい,
,トマトといっても色々な_ひんしゅ_がある。,品種,品質,品種,品数,品緩,
,庭で野菜を_さいばい_する人が増えている。,栽培,裁培,栽培,採倍,歳陪,
,赤ちゃんが寝ているので声を_抑えて_話してくださいますか。,おさえて,いれえて,そえて,おさえて,ひかえて,
,日本のあいさつではあまり手を_握らない_。,にぎらない,にぎらない,しらない,ふらない,もたない,
,二酸化炭素による環境_汚染_が進んでいる。,おせん,おせん,おぜん,きたなせい,よごれ,
,虫が道の食べ物に_群がって_いる。,むらがって,ぐらがって,くんがって,むらがって,むろがって,
,わたしのいとこは市役所に_勤務して_いる。,きんむして,りきじょうして,りきむして,きんじょうして,きんむして,
