 ,,,,,,,
,,,,,,,
Reading,Question,Answer,A,B,C,D,E
,彼は非常に_ほしゅてき_な考え方を持っている。,保守的,保守的,保持的,保主的,保助的,
,大学受験のために学校のあとは毎日_よびこう_に通っている。,予備校,予秘校,予微校,予美校,予備校,
,会社の再編成に伴い、いくつかの_やくしょく_が新設されることになった。,役職,役識,役職,約職,約識,
,各_ぶしょ_が連携して、プロジェクトの成功に向けて協力し合っている。,部署,部処,部緒,部所,部署,
,彼の技術力は_きわめて_高く、業界内でも一目置かれる存在だ。,極めて,極めて,業めて,常めて,旧めて,
,大学でいくつかの講義を_聴講_した。,ちょうこう,ちょこう,みみこう,ちょうこう,きこう,
,専門外の業務は外部の会社に_委託_している。,いたく,いたく,いとう,いだく,いどく,
,新しい_取締役_が加わり、会社の経営戦略がさらに強化された。,とりしまりやく,とりしめやく,とていやく,しゅしめやく,とりしまりやく,
,ボランティア活動の一環として、被災地に_赴いて_支援活動を行った。,おもむいて,おいて,おもいて,おもむいて,おもかいて,
,_不景気_の影響で倒産する企業が後を絶たない。,ふけいき,ふきょうぎ,ふきょうき,ふけいき,ふけき,
