 ,,,,,,,
,,,,,,,
Reading,Question,Answer,A,B,C,D,E
,何もしていないあなたから_さしず_を受ける筋合いはない。,指図,指示,支配,差事,指図,
,売り上げの上昇に伴って_きぼ_の拡大を検討している。,規模,程度,質量,範囲,規模,
,あの会場は座席の_かんかく_が狭いからあまり好きじゃない。,間隔,巻各,感覚,勧角,間隔,
,_あせらない_で落ち着いて行動すれば何事もうまくいくはずだ。,焦らない,急らない,焦らない,落らない,汗らない,
,_こりず_に挑戦し続ける姿がみんなに勇気を与えた。,懲りず,諦りず,挑りず,反省ず,懲りず,
,筋肉を_鍛える_ために週に２回ジムに通っている。,きたえる,ますける,きょうかける,きたえる,たすける,
,突然の_発作_だったがうまく対応して病院に連れてこられた。,ほっさ,ほっさ,はつさく,はっさく,はってん,
,大好きな歌手に会える_唯一_のチャンスを逃してしまった。,ゆいいつ,ゆういち,ゆいいち,ゆうい,ゆいいつ,
,母は周りへの_体裁_を気にして過剰に飾り付ける癖がある。,ていさい,たいさい,ていさい,からださい,ついさい,
,父は昔から_融通_が利かない性格で家族を困らせている。,ゆうずう,ゆうずう,ゆうつう,ようつう,ようずう,
