 ,,,,,,,
,,,,,,,
Reading,Question,Answer,A,B,C,D,E
,このニュースを_しっていますか_。,知っています,知っています,矢っています,午っています,仕っています,
,どんな_おんがく_が好きですか。,音楽,音楽,音学,言学,言楽,
,オリンピックで_ぎんメダル_をとりました。,銀メダル,銀メダル,金メダル,氷メダル,銅メタ,
,_まち_の中に大きな広場があります。,町,町,田,道,住,
,すずきさんは_くろい_ドレスを着ています。,黒い,赤い,白い,黒い,青い,
,手紙の_送り方_を教えてください。,おくりかた,そうりかた,はしりかた,つかりかた,おくりかた,
,わたしたちは_同じ_クラスです。,おなじ,おくじ,おおじ,おうじ,おなじ,
,学校には大きな_図書室_があります。,としょしつ,そしょしつ,としょしつ,そかきしつ,とそしつ,
,私の友だちは東京に_住んでいます_。,すんでいます,しんでいます,じんでいます,こんでいます,すんでいます,
,さいふを_持って来る_のを忘れました。,もってくる,まってくる,すってくる,もってくる,たってくる,
